city,URL,title,date,time,venue,details,user,tags,Rank
champaign,https://www.eventbrite.com/e/paint-your-pace-tickets-428618739187?aff=ebdssbdestsearch,Paint @ Your Pace,9/29/2022,"Thu, Apr 6, 2023, 10:00 PM CDT","Brewlab Coffee 630 S 5th St Champaign, IL 61820","Screenshot your Pinterest board, grab a friend, and join us for Paint @ Your Pace, and open-lab painting workshop designed to bring together the artists of our community from all walks. Created to provide a safe, inclusive social environment we encourage our guests to work on their personal projects while enjoying the social connection we all need.
Working artists will be available for assistance if or when you desire it.
$1-$20 at the door based on canvas size
All supplies provided
",Prism Studios,"['United States Events', 'Illinois Events', 'Things to do in Champaign, IL', 'Champaign Classes', 'Champaign Arts Classes', '#art', '#painting', '#champaign', '#art_class', '#art_workshop', '#painting_workshop', '#champaignurbana']",23
champaign,https://www.eventbrite.com/e/local-author-showcase-tickets-433247483887?aff=ebdssbdestsearch,Local Author Showcase,12/17/2022,11:00 AM – 3:00 PM CST,"Yellow & Co. 604 East Main Street #suite c Mahomet, IL 61853","M?eet and support our local authors! We will have 10 local authors set up in our event space to meet and greet, sign books or even buy books if you are interested. We have authors from Mahomet, Champaign-Urbana, Bloomington-Normal and Central Illinois.
H?ere is our current list of authors:
MASK POLICY -  Masks will not be required. Our staff is fully vaccinated.
Yellow World LLC disclaims any and all liability for  accidents or injuries arising out of its activities, or arising out of the activities of its customers. Therefore, in consideration of participating in the activities of Paint Like Me Party, Yellow and Co. or Yellow World LLC, attendees do hereby agree to indemnify and hold harmless Yellow World LLC, Yellow and Co. and Paint Like Me Party, its proprietors and employees, and any guest speakers, instructors or artists for any loss, cost and expense incurred as the result of their conduct, whether on or off the premises.
Paint Like ME  Party & Yellow and Co. brought to you by Yellow World LLC.
Click here for all of our open parties! 
",Yellow & Co. Events,"['United States Events', 'Illinois Events', 'Things to do in Mahomet, IL', 'Mahomet Classes', 'Mahomet Hobbies Classes', '#wine', '#books', '#author', '#meetandgreet', '#boutique', '#booksigning', '#centralillinois', '#books_and_authors']",24
champaign,https://www.eventbrite.com/e/storytime-and-crafts-at-the-museum-december-2022-tickets-446847190977?aff=ebdssbdestsearch,Storytime and Crafts at the Museum: December 2022,12/17/2022,2:00 PM – 4:00 PM CST,"Champaign County History Museum 102 East Universty Avenue Champaign, IL 61820","Spend a family-friendly Saturday afternoon at the Champaign County History Museum in the historic Cattle Bank! Hosted by youth programming librarian Jessica Smith.
Once a month, the museum will be hosting a themed storytime and craft for children aged kindergarten through 5th grade. When the event is over, take a walk through the museum and learn about Champaign County history!
Children must have an adult present. Space is limited!
",Champaign County History  Museum,"['United States Events', 'Illinois Events', 'Things to do in Champaign, IL', 'Champaign Classes', 'Champaign Family & Education Classes', '#crafts', '#storytelling']",25
champaign,https://www.eventbrite.com/e/1216-trivia-night-christmas-theme-yellow-co-tickets-471714740487?aff=ebdssbdestsearch,"12/16 Trivia Night ""Christmas Theme""  @ Yellow & Co,",12/16/2022,,"Yellow & Co. 604 East Main Street #suite c Mahomet, IL 61853","This month the theme is Thanksgiving!  
Grab your friends/family, come up with creative team name and come compete for a cash prize and of course bragging rights!  Teams cannot be more than 4 people. Only those playing will be allowed in the room. 
**?*Ages 16 and up
MASK POLICY - Effective 3/1, masks will not be required. Our staff is fully vaccinated.
*payment will be reflected as chicpaint@gmail.com PLEASE READ OUR CANCELLATION POLICY! To request a refund, you must request 7 days prior to the event.  NO REFUNDS OR RAINCHECKS will be given for no shows or requests made within 7 days or after the event. Event may be subject to cancellation based on the number of enrollments. To request a refund, please email us at paintlikemeparty@gmail.com 
Yellow World LLC disclaims any and all liability for alcohol-related accidents or injuries arising out of its activities, or arising out of the activities of its customers. Therefore, in consideration of participating in the activities of Paint Like Me Party, Yellow and Co. or Yellow World LLC, attendees do hereby agree to indemnify and hold harmless Yellow World LLC, Yellow and Co. and Paint Like Me Party, its proprietors and employees, and any guest speakers, instructors or artists for any loss, cost and expense incurred as the result of their conduct, whether on or off the premises.
Paint Like ME  Party & Yellow and Co. brought to you by Yellow World LLC.
Click here for all of our open events!
",Yellow & Co. Events,"['United States Events', 'Illinois Events', 'Things to do in Mahomet, IL', 'Mahomet Games', 'Mahomet Hobbies Games', '#party', '#wine', '#trivia', '#gamenight', '#trivianight', '#christmasfun', '#triviagame', '#trivia_night', '#trivia_event', '#trivia_game']",26
champaign,https://www.eventbrite.com/e/classic-mexican-street-food-tickets-476294980107?aff=ebdssbdestsearch,Classic Mexican Street Food,12/5/2022,19:00 – 22:00 CST,"Turner Hall 1102 South Goodwin Avenue Urbana, IL 61801","Phenomenal food and incredible company await you at the chef's table!
",,"['United States Events', 'Illinois Events', 'Things to do in Urbana, IL']",27
champaign,https://www.eventbrite.com/e/private-karaoke-for-up-to-10-people-tickets-291713130827?aff=ebdssbdestsearch,Private Karaoke for up to 10 people,3/8/2022,"Sat, Mar 4, 2023, 2:00 AM CST","221 Arcadia Dr 221 Arcadia Drive Champaign, IL 61820","Let Me, Host Up to ten of Your favorite people to listen to music, drink, smoke, and sing. I’ll graciously be Your Host. You set the atmosphere. You chose your own music, make requests, Sing Karaoke all night on wireless microphones; and DJ  L.C. will keep the energy up and the music bumping. 
","Hosted by Me, DJ L.C.","['United States Events', 'Illinois Events', 'Things to do in Champaign, IL', 'Champaign Performances', 'Champaign Music Performances', '#party', '#friends', '#karaoke', '#privacy', '#karaoke_night', '#karaoke_evening']",28
champaign,https://www.eventbrite.com/e/hatha-integration-with-steve-tickets-471368464767?aff=ebdssbdestsearch,Hatha Integration with Steve,12/1/2022,5:45 PM – 7:00 PM CST,"Living Yoga Center 212 South 1st Street Champaign, IL 61820","Our inclusive nature and handicapped accessible building provide a safe sanctuary for all. 
",heartsopening,"['United States Events', 'Illinois Events', 'Things to do in Champaign, IL', 'Champaign Classes', 'Champaign Health Classes']",29
champaign,https://www.eventbrite.com/e/gentle-yoga-with-steve-tickets-471367832877?aff=ebdssbdestsearch,Gentle Yoga with Steve,12/1/2022,10:00 AM – 11:15 AM CST,"Living Yoga Center 212 South 1st Street Champaign, IL 61820","Our inclusive nature and handicapped accessible building provide a safe sanctuary for all. 
",heartsopening,"['United States Events', 'Illinois Events', 'Things to do in Champaign, IL', 'Champaign Classes', 'Champaign Health Classes']",30
champaign,https://www.eventbrite.com/e/champaign-il-elegant-bridal-expo-winter-edition-2023-tickets-356688534007?aff=ebdssbdestsearch,"Champaign, IL - Elegant Bridal Expo- Winter Edition 2023",1/28/2023,12:00 PM – 3:00 PM CST,"I Hotel and Conference Center 111 St Marys Road Champaign, IL 61820"," An Engagement Party in your Honor!!
Spend your Sunday with us and you’ll experience:??Over 50 wedding Vendors ?Over $6000 worth of Door Prizes given out??Stunning inspirational tablescapes?? Photo Booths ??Lots of swag and phenomenal show-only specials that can save you thousands of dollars from today’s top wedding professionals.
Every couple who registers in advance will receive a bag filled with fun wedding items. 
Tickets are complimentary but you must pre-register in order to be eligible for door prizes and the swag bag filled with wedding items & gift cards. Brides may bring 2 guests.  If you wish to bring more guests you may purchase an additional ticket.  
$40 V?IP Ticket Package: This will admit you and 5 guests into the expo. It also includes 1 WIFEY Jute Bag, 2 Mr. & Mrs. Luggage Tags, 2 Can Koozies and a Bride to Be Sash, Your VIP ticket package will admit you and 5 guests into the expo.
",The Elegant Bridal Expo,"['United States Events', 'Illinois Events', 'Things to do in Champaign, IL', 'Champaign Expos', 'Champaign Fashion Expos', '#wedding', '#bridalshow', '#weddingshow', '#weddingshowcase', '#bridal_show', '#bridal_expo', '#bridal_fair', '#bridal_shopping', '#engaged_couples', '#bridal_event']",31
champaign,https://www.eventbrite.com/e/sewing-101-tickets-466798917127?aff=ebdssbdestsearch,Sewing 101,12/10/2022,"Sat, Dec 17, 2022, 1:00 PM CST","Hampton Inn Champaign Southwest 3308 Mission Drive Champaign, IL 61822","If you've thought about the idea of learning to sew here is your chance at this two day event to sew and make something you can take and show off to others and eventually start making other things you may be interested in. I will equip you with a few things to get you started and you will be on your way! Only thing I ask of you is to bring a sewing machine please! 
I?f you have any questions call  Kennyethia at (217)721-3579 or (217) 262-0111!
",KL JEWELRY AND ACCESSORIES,[],32
champaign,https://www.eventbrite.com/e/a-very-harthaus-christmas-tickets-473431766157?aff=ebdssbdestsearch,A VERY HARTHAUS CHRISTMAS,12/5/2022,7:00 PM – 9:00 PM CST,"Brad's Home 3000 S 1ST ST CHAMPAIGN, IL 61822-7108","Hello Friend!
Come kick off the holiday season with us Monday December 5th from 7-9pm at Brad & Alisa's home!  The theme for the night is a mid-century Christmas cocktail/dinner party so come in your best 60's holiday threads for a festive evening including light hors d'oeuvres and great conversation!  We will have a few drinks available, but feel free to bring your favorite drink of choice!  Grab a friend and register now.  We can't wait to see you there!
",HARTHAUS CO.,[],33
